GivenName	Surname	Gender	City	StateFull	ZipCode	TelephoneNumber	Birthday	BloodType
Gano	Bergeron	male	DZAOUDZI	Mayotte	97610	02 60 58 46 37	4/16/1999	O+
Royden	Quinn	male	TOULOUSE	Midi-Pyrénées	31000	05 85 26 19 06	1/2/1968	B+
Clémence	Charest	female	SAINT-MARTIN-D'HÈRES	Rhône-Alpes	38400	04 50 70 46 09	10/29/1973	B+
Robert	Rochefort	male	BÈGLES	Aquitaine	33130	05 88 18 74 53	1/11/1963	A+
Falerina	Favreau	female	ALFORTVILLE	Île-de-France	94140	01 40 84 50 24	7/28/1970	B+
Peppin	Provencher	male	SCHOELCHER	Martinique	97233	05 29 70 49 12	3/24/1983	O-
Amedee	Cartier	female	DRAVEIL	Île-de-France	91210	01 45 57 47 79	3/10/1968	AB+
Yolette	Bazinet	female	PARIS	Île-de-France	75010	01 09 95 48 20	10/13/1978	B+
Michèle	Bouvier	female	ILLKIRCH-GRAFFENSTADEN	Alsace	67400	03 86 71 84 19	2/17/1966	B+
Audric	Leclerc	male	DEUIL-LA-BARRE	Île-de-France	95170	01 44 36 62 71	3/4/1975	A+
Richard	Sarrazin	male	PARIS	Île-de-France	75019	01 29 77 80 09	6/19/1955	O+
Amber	Lang	female	GIF-SUR-YVETTE	Île-de-France	91190	01 53 34 13 79	5/7/2001	O+
Melodie	Douffet	female	LOOS	Nord-Pas-de-Calais	59120	03 44 14 60 87	2/2/1991	O+
Élise	Moreau	female	BOULOGNE-SUR-MER	Nord-Pas-de-Calais	62200	03 14 02 78 48	6/15/1954	O+
D'Arcy	Morneau	male	LONGJUMEAU	Île-de-France	91160	01 31 87 78 67	1/7/1945	B+
Pierpont	Duranseau	male	LA CIOTAT	Provence-Alpes-Côte d'Azur	13600	04 87 17 93 31	10/31/1973	O+
Jules	Daoust	male	CHOISY-LE-ROI	Île-de-France	94600	01 20 06 43 40	4/23/1960	O+
Geoffrey	Salmons	male	TOULOUSE	Midi-Pyrénées	31400	05 28 37 33 45	8/16/1980	O+
Chantal	Dufour	female	TALENCE	Aquitaine	33400	05 78 76 12 91	5/24/1961	O+
Phillipa	Rhéaume	female	EAUBONNE	Île-de-France	95600	01 54 52 02 90	8/8/1941	O+
Vallis	Chauvet	male	BAIE-MAHAULT	Guadeloupe	97122	05 93 69 15 44	8/18/1957	O+
Constance	Mainville	female	AIX-EN-PROVENCE	Provence-Alpes-Côte d'Azur	13090	04 47 29 18 75	1/26/1951	O+
Gaspar	Gougeon	male	VÉNISSIEUX	Rhône-Alpes	69200	04 10 41 17 65	12/24/1963	O-
Curtis	Breton	male	GENNEVILLIERS	Île-de-France	92230	01 37 33 66 49	10/28/1939	O+
Gradasso	Des Meaux	male	ANGOULÊME	Poitou-Charentes	16000	05 53 67 48 68	12/3/1941	A+
Lundy	Legault	female	STRASBOURG	Alsace	67100	03 91 29 84 91	9/7/1962	B+
Brunella	Blanc	female	PARIS	Île-de-France	75016	01 00 29 81 64	7/24/1961	A+
Berangaria	Lebrun	female	FONTENAY-SOUS-BOIS	Île-de-France	94120	01 57 17 04 30	4/3/1995	O+
Isabelle	Monjeau	female	PERPIGNAN	Languedoc-Roussillon	66100	04 45 78 81 65	7/28/1993	AB+
Algernon	Fouquet	male	MÉRIGNAC	Aquitaine	33700	05 66 36 68 89	3/6/1984	A-
Travers	Avare	male	ARLES	Provence-Alpes-Côte d'Azur	13200	01 41 86 73 79	3/3/1944	A+
Marphisa	Goddu	female	POISSY	Île-de-France	78300	01 62 01 79 82	1/23/1964	O+
Maureen	Doiron	female	PARIS	Île-de-France	75011	01 01 76 29 99	1/20/1998	B-
Curtis	Pelletier	male	TOURCOING	Nord-Pas-de-Calais	59200	03 59 77 36 86	12/26/1980	B+
Victor	Daigle	male	PARIS	Île-de-France	75014	01 72 10 88 98	6/2/1940	A+
Chandler	Blanc	male	LES ABYMES	Guadeloupe	97142	05 83 84 54 88	3/30/1979	B+
Ansel	Bois	male	SAINTE-GENEVIÈVE-DES-BOIS	Île-de-France	91700	01 18 25 01 20	1/25/1984	O+
Roger	Meunier	male	CLERMONT-FERRAND	Auvergne	63100	04 24 31 09 90	5/17/1952	A+
Florus	Despins	male	MARSEILLE	Provence-Alpes-Côte d'Azur	13016	04 85 34 28 18	11/2/1953	A-
Olivier	Vachon	male	ANGERS	Pays de la Loire	49100	02 00 40 15 52	1/6/1984	O+
Anton	Harquin	male	VANVES	Île-de-France	92170	01 31 71 11 94	11/5/1977	A+
Gaetan	Duperré	male	ROMANS-SUR-ISÈRE	Rhône-Alpes	26100	04 66 55 74 99	2/25/1951	O+
Maryse	Busque	female	LE TAMPON	Guyane	97430	02 38 94 49 70	11/6/1962	AB+
Orlene	Veilleux	female	BOIS-COLOMBES	Île-de-France	92270	01 17 41 53 93	1/15/1936	A-
Harriette	Coudert	female	MONS-EN-BAROEUL	Nord-Pas-de-Calais	59370	03 47 42 56 18	10/5/1983	A+
Agnès	Lévesque	female	ORLÉANS	Centre	45100	02 35 58 25 49	11/17/1970	AB+
Bartlett	Tachel	male	MONS-EN-BAROEUL	Nord-Pas-de-Calais	59370	03 68 34 26 86	8/19/1986	B+
William	Noël	male	MENTON	Provence-Alpes-Côte d'Azur	6500	04 22 59 47 88	12/3/1945	B+
Thiery	Bois	male	SAINTES	Poitou-Charentes	17100	05 75 90 01 77	5/12/1949	O+
Bruce	Bourget	male	POINTE-À-PITRE	Guadeloupe	97110	05 50 40 78 13	2/11/1983	O-
Gallia	Ayot	female	VIRY-CHÂTILLON	Île-de-France	91170	01 32 85 90 38	5/15/1963	B+
Emmanuelle	Laderoute	female	HYÈRES	Provence-Alpes-Côte d'Azur	83400	04 30 26 42 72	3/7/1975	O+
Chappell	Chastain	male	MARTIGUES	Provence-Alpes-Côte d'Azur	13500	04 75 43 29 16	11/3/1934	O+
Archard	Sarrazin	male	COLOMIERS	Midi-Pyrénées	31770	05 50 12 60 93	12/9/1982	O+
Donat	Saucier	male	VALLAURIS	Provence-Alpes-Côte d'Azur	6220	04 01 14 46 58	11/14/1956	O+
Iva	Casgrain	female	MAMOUDZOU	Mayotte	97600	02 95 13 39 70	8/20/1992	O+
Annot	Bonneville	female	VILLENAVE-D'ORNON	Aquitaine	33140	05 29 13 09 15	7/27/1947	A+
Senior	Couturier	male	ANGERS	Pays de la Loire	49100	02 23 44 42 57	7/12/1987	O+
Eglantine	Simon	female	LYON	Rhône-Alpes	69009	04 86 65 09 57	4/11/1992	A+
Alexandre	Audibert	male	SARCELLES	Île-de-France	95200	01 15 53 17 29	5/12/1941	B+
Camille	Couturier	female	AURILLAC	Auvergne	15000	04 50 86 46 28	8/19/1963	O+
Laurence	Douffet	female	ALÈS	Languedoc-Roussillon	30100	04 18 82 61 84	4/3/1990	O+
Avent	Ruais	male	ROUBAIX	Nord-Pas-de-Calais	59100	03 63 69 99 24	11/26/1974	O+
Arnou	Étoile	male	VIRY-CHÂTILLON	Île-de-France	91170	01 18 25 53 26	3/24/1966	A+
Angelette	Gendron	female	CHARLEVILLE-MÉZIÈRES	Champagne-Ardenne	8000	03 04 50 95 61	4/27/1976	A+
Eulalie	Masson	female	MEAUX	Île-de-France	77100	01 96 00 78 20	8/10/2000	A+
Chandler	David	male	GRENOBLE	Rhône-Alpes	38100	04 89 95 91 12	8/6/1945	A+
Romain	Beaudouin	male	ALBI	Midi-Pyrénées	81000	05 23 04 20 29	8/7/1965	O+
Gustave	Truchon	male	HÉROUVILLE-SAINT-CLAIR	Basse-Normandie	14200	02 31 20 67 83	2/5/1952	A+
Pansy	Salmons	female	BLAGNAC	Midi-Pyrénées	31700	05 76 40 70 17	5/22/1957	B+
Dexter	Lambert	male	FORBACH	Lorraine	57600	03 02 00 51 26	1/27/1951	A+
Cher	Ruel	female	NOISY-LE-GRAND	Île-de-France	93160	01 71 30 84 03	6/14/1966	B+
Troy	Auclair	male	MONTIGNY-LÈS-METZ	Lorraine	57158	03 27 12 73 11	10/7/1948	A+
Orane	Corbeil	female	LANESTER	Bretagne	56600	02 15 68 07 07	8/13/1936	O+
Linette	Allard	female	CHARTRES	Centre	28000	02 46 87 48 01	11/3/1938	A+
Marie	Chicoine	female	COURBEVOIE	Île-de-France	92400	01 60 87 47 46	5/8/1938	O+
Jay	Hébert	male	DUNKERQUE	Nord-Pas-de-Calais	59640	03 26 31 73 20	8/21/1975	B+
Rosemarie	Verreau	female	TRAPPES	Île-de-France	78190	01 93 33 78 91	8/26/1943	B+
Alita	De La Ronde	female	SAINT-GERMAIN-EN-LAYE	Île-de-France	78100	01 81 64 71 81	1/2/1971	A+
Mandel	Lampron	male	LE BLANC-MESNIL	Île-de-France	93150	01 78 39 83 23	7/31/1989	A+
Loring	Leduc	male	RENNES	Bretagne	35700	02 51 53 93 19	11/7/1939	A+
Melodie	Busque	female	DEUIL-LA-BARRE	Île-de-France	95170	01 57 61 78 44	2/14/1942	B+
Armina	Chatigny	female	LYON	Rhône-Alpes	69004	04 00 97 86 67	4/13/1935	O-
Karlotta	Bourque	female	GAGNY	Île-de-France	93220	01 27 51 45 57	3/18/1996	B+
Melodie	Bertrand	female	ANGLET	Aquitaine	64600	05 96 27 06 21	6/25/1935	B+
Lothair	Cormier	male	NICE	Provence-Alpes-Côte d'Azur	6300	04 78 31 01 62	8/2/1988	B+
Holly	Bizier	female	REIMS	Champagne-Ardenne	51100	03 28 86 45 62	3/16/1958	O+
Nicolette	Belisle	female	CHELLES	Île-de-France	77500	01 28 78 99 74	10/20/1960	O+
Aymon	Cinq-Mars	male	MANTES-LA-JOLIE	Île-de-France	78200	01 08 22 93 12	11/7/1974	O+
Andrée	Morel	female	BORDEAUX	Aquitaine	33800	05 16 27 74 04	10/6/1991	A+
Voleta	St-Pierre	female	LYON	Rhône-Alpes	69002	04 53 72 56 96	5/6/1957	B+
Gemma	Legault	female	LA MADELEINE	Nord-Pas-de-Calais	59110	03 68 25 73 28	10/12/1949	A+
Donat	Bolduc	male	DRAGUIGNAN	Provence-Alpes-Côte d'Azur	83300	04 67 00 08 12	7/4/1947	O-
Aiglentina	Duperré	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13016	04 08 80 02 59	8/26/1942	O+
Esperanza	Lamontagne	female	CHARTRES	Centre	28000	02 61 16 17 62	8/17/1968	O+
Frontino	Bonami	male	COMPIÈGNE	Picardie	60200	03 88 31 84 04	5/6/1951	O+
Zurie	Lepage	female	VITRY-SUR-SEINE	Île-de-France	94400	01 16 17 31 03	9/26/1976	O+
Rule	Boncoeur	male	FORT-DE-FRANCE	Martinique	97234	05 74 88 74 50	3/14/1945	A+
Verney	Charette	male	AJACCIO	Corse	20090	04 29 67 19 86	11/1/1937	O+
Warrane	Gamache	male	GRASSE	Provence-Alpes-Côte d'Azur	6130	04 64 02 36 22	3/22/1964	O+
Aurore	Paiement	female	DEUIL-LA-BARRE	Île-de-France	95170	01 57 24 47 13	3/29/1983	AB-
Pascaline	Descoteaux	female	LE CHESNAY	Île-de-France	78150	01 34 43 39 67	9/4/1942	B+
Didier	Dubé	male	STRASBOURG	Alsace	67200	03 13 71 18 51	3/25/1957	B+
Marveille	Lafontaine	female	AULNAY-SOUS-BOIS	Île-de-France	93600	01 12 13 84 75	7/22/1998	A+
Halette	Tougas	female	SOISSONS	Picardie	2200	03 65 84 50 12	1/7/1956	O+
Demi	Chartier	female	CHALON-SUR-SAÔNE	Bourgogne	71100	03 96 19 78 60	3/5/1985	O+
Scoville	DuLin	male	CHÂLONS-EN-CHAMPAGNE	Champagne-Ardenne	51000	03 93 08 11 61	8/9/1948	B+
Claudette	Dubeau	female	CHELLES	Île-de-France	77500	01 54 77 58 62	5/20/1987	O+
Patricia	Dufresne	female	CACHAN	Île-de-France	94230	01 71 17 18 54	3/5/1967	AB+
Oliver	Arcouet	male	SAINT-MAUR-DES-FOSSÈS	Île-de-France	94100	01 93 79 92 84	3/13/1999	A+
Orville	Trottier	male	STRASBOURG	Alsace	67100	03 51 56 52 51	12/28/2000	A+
Eugenia	Coudert	female	MONT-SAINT-AIGNAN	Haute-Normandie	76130	02 44 41 23 02	9/17/1982	O+
Raina	Croteau	female	PIERREFITTE-SUR-SEINE	Île-de-France	93380	01 39 34 03 21	6/7/1990	O+
Laverne	Tisserand	female	NANCY	Lorraine	54000	03 13 61 97 96	2/7/1936	O+
Odelette	Lefèbvre	female	PARIS	Île-de-France	75018	01 89 61 96 63	7/2/1988	B+
Channing	Lefèbvre	male	BAR-LE-DUC	Lorraine	55000	03 60 28 24 77	11/9/1988	O+
Sacripant	Garnier	male	PARIS	Île-de-France	75016	01 04 56 80 75	4/24/1966	A+
Eustache	Sacré	male	LA CIOTAT	Provence-Alpes-Côte d'Azur	13600	04 35 72 84 28	3/22/1975	A+
Aubin	Allain	male	VÉLIZY-VILLACOUBLAY	Île-de-France	78140	01 15 31 82 90	4/5/1962	A+
Florence	Morin	female	PARIS	Île-de-France	75013	01 06 85 30 99	5/30/1973	O+
Searlait	Cuillerier	female	VIENNE	Rhône-Alpes	38200	04 01 18 41 55	9/21/1975	O+
Blanche	Provencher	female	COGNAC	Poitou-Charentes	16100	05 95 20 79 22	9/8/1960	A-
Stéphanie	Vallée	female	GRADIGNAN	Aquitaine	33170	05 94 47 26 26	11/15/1936	O+
Courtland	Gosselin	male	MOULINS	Auvergne	3000	04 08 35 83 72	4/20/1970	O+
Xavierre	Sauriol	female	THIAIS	Île-de-France	94320	01 08 89 13 37	11/14/1988	B+
Florus	Champagne	male	LAMBERSART	Nord-Pas-de-Calais	59130	03 62 00 00 91	1/12/1936	B+
Eloise	Gingras	female	CACHAN	Île-de-France	94230	01 95 00 24 63	8/20/1964	B+
Camille	Paquin	female	SIX-FOURS-LES-PLAGES	Provence-Alpes-Côte d'Azur	83140	04 14 42 26 26	2/9/1963	A+
Tyson	Pinette	male	LE MÉE-SUR-SEINE	Île-de-France	77350	01 32 52 73 59	3/30/1983	O+
Gifford	Vadeboncoeur	male	VALENCIENNES	Nord-Pas-de-Calais	59300	03 07 86 26 32	5/4/1998	A+
Olivier	Lejeune	male	NÎMES	Languedoc-Roussillon	30000	04 92 65 48 75	2/24/1967	A+
Aurore	Asselin	female	ANTONY	Île-de-France	92160	01 22 38 65 04	11/22/1981	AB+
Adèle	Gingras	female	SAINT-PAUL	Guyane	97460	02 11 22 50 76	7/25/1945	A+
Emmanuelle	Beaudry	female	MONTROUGE	Île-de-France	92120	01 33 34 44 53	10/19/1943	O+
Javier	Fecteau	male	PARIS	Île-de-France	75003	01 38 76 79 11	9/28/1978	O+
Daniel	Brisebois	male	VIERZON	Centre	18100	02 32 09 56 98	10/1/1973	O-
Fanchon	Benoit	female	PARIS	Île-de-France	75011	01 00 59 68 26	12/24/1976	A-
Moore	Lafontaine	male	CHERBOURG	Basse-Normandie	50100	02 57 36 55 25	4/25/1995	A+
Lirienne	Daviau	female	FORT-DE-FRANCE	Martinique	97234	05 23 85 03 89	7/22/1992	O+
Émilie	Gosselin	female	FRÉJUS	Provence-Alpes-Côte d'Azur	83600	04 36 13 11 68	11/26/1975	B+
Émile	Lussier	male	SAINT-DENIS	Île-de-France	93200	01 15 65 75 10	9/21/1954	O-
Bernadette	Jobin	female	VOIRON	Rhône-Alpes	38500	04 73 54 03 20	2/20/1938	A+
Donat	Jodoin	male	GRADIGNAN	Aquitaine	33170	05 79 87 99 88	9/30/1970	B+
Melusina	Plante	female	SARREGUEMINES	Lorraine	57200	03 33 38 63 91	3/31/1967	B+
Talbot	Charbonneau	male	SAINT-JOSEPH	Guyane	97480	02 76 81 27 13	2/21/1962	B+
Eloise	Desaulniers	female	SÈVRES	Île-de-France	92310	01 93 33 54 34	12/14/1980	B+
Patience	Deblois	female	AMIENS	Picardie	80000	03 97 48 20 74	12/22/1980	O+
Desire	Chartré	male	LYON	Rhône-Alpes	69009	04 51 87 24 41	2/11/1978	A+
Alexandrie	Charbonneau	female	FOIX	Midi-Pyrénées	9000	05 21 81 20 34	8/15/1939	B+
Lorraine	Marceau	female	GENNEVILLIERS	Île-de-France	92230	01 09 21 52 58	7/31/1963	O-
Patrice	Saucier	female	TOULOUSE	Midi-Pyrénées	31500	05 81 08 52 43	2/23/1968	B+
Rémy	Lanteigne	male	MARSEILLE	Provence-Alpes-Côte d'Azur	13014	04 67 64 16 51	11/17/1954	A+
Fiacre	Marois	male	SOTTEVILLE-LÈS-ROUEN	Haute-Normandie	76300	02 00 55 19 77	10/9/1963	O+
Melodie	Davignon	female	VILLENEUVE-SUR-LOT	Aquitaine	47300	05 89 48 34 85	5/4/1965	O+
Thomas	Duclos	male	CAMBRAI	Nord-Pas-de-Calais	59400	03 47 31 28 74	8/31/1977	B+
Bruce	Bédard	male	MARSEILLE	Provence-Alpes-Côte d'Azur	13003	04 24 94 53 52	6/1/1957	O+
Lotye	Bussière	female	PANTIN	Île-de-France	93500	01 80 17 81 91	6/3/1989	A+
Laure	Méthot	female	LES MUREAUX	Île-de-France	78130	01 54 20 78 92	3/28/1951	A+
Delmare	Gaillou	female	NANTES	Pays de la Loire	44000	02 37 02 97 26	11/9/1998	B+
Stéphane	Marcheterre	male	LE TAMPON	Guyane	97430	02 69 43 35 09	8/17/1993	B+
Gemma	Huot	female	CRÉTEIL	Île-de-France	94000	01 71 68 08 40	5/22/2001	O+
France	Gauthier	female	ISSY-LES-MOULINEAUX	Île-de-France	92130	01 36 52 90 95	8/27/1980	A+
Germaine	Bossé	female	COLOMBES	Île-de-France	92700	01 86 02 82 86	10/25/1986	B+
Marmion	Batard	male	MENDE	Languedoc-Roussillon	48000	04 79 71 05 72	5/5/1972	A-
Somerville	Monty	male	BRUAY-LA-BUISSIÈRE	Nord-Pas-de-Calais	62700	02 59 26 24 74	3/27/1997	B+
Vaden	Vachon	male	CLICHY	Île-de-France	92110	01 67 27 53 25	4/17/1941	A-
Sargent	Poirier	male	MEAUX	Île-de-France	77100	01 10 18 66 47	11/28/1966	O-
Merlin	Marier	male	BÉZIERS	Languedoc-Roussillon	34500	04 25 06 18 20	8/25/1981	O+
Vachel	Baron	male	ABBEVILLE	Picardie	80100	03 85 71 11 24	10/22/1969	A+
Dixie	Ruest	female	SAINT-JOSEPH	Guyane	97480	02 78 67 80 87	7/25/1955	O+
Auguste	Sirois	male	AJACCIO	Corse	20090	04 83 94 11 39	8/27/1939	A+
Azura	Moreau	female	ANGOULÊME	Poitou-Charentes	16000	05 53 16 07 98	9/19/1997	O+
Nathalie	Saindon	female	NEVERS	Bourgogne	58000	03 26 45 89 70	10/16/1945	O+
Jean	Gougeon	male	PARIS	Île-de-France	75019	01 16 99 88 25	1/25/1968	O+
Jeannine	Cliche	female	TOURNEFEUILLE	Midi-Pyrénées	31170	05 80 30 42 63	11/4/1995	A+
Curtis	Pelletier	male	MANOSQUE	Provence-Alpes-Côte d'Azur	4100	04 83 62 48 81	12/13/1973	B+
Anaïs	Lesage	female	VAULX-EN-VELIN	Rhône-Alpes	69120	04 46 82 12 32	11/20/1974	A+
Corinne	Chrétien	female	TAVERNY	Île-de-France	95150	01 64 44 84 92	1/13/1948	O+
Ophelia	Coudert	female	SURESNES	Île-de-France	92150	01 66 22 38 19	7/16/1966	O-
Corinne	Lamothe	female	OLIVET	Centre	45160	02 63 63 15 71	3/12/1955	O+
Joseph	Séguin	male	LE MANS	Pays de la Loire	72100	02 82 29 61 86	10/2/1955	O-
Bruno	Marois	male	BÈGLES	Aquitaine	33130	05 18 54 75 41	7/9/1947	B+
Burkett	Rhéaume	male	GRASSE	Provence-Alpes-Côte d'Azur	6130	04 94 36 11 26	2/23/1996	AB+
Amedee	Corbin	female	LA VALETTE-DU-VAR	Provence-Alpes-Côte d'Azur	83160	04 97 76 92 93	1/14/1943	O+
Mirabelle	Turgeon	female	SAINT-PIERRE	Guyane	97410	02 18 84 58 93	10/2/1963	A+
Ansel	Potvin	male	BESANÇON	Franche-Comté	25000	03 98 81 14 21	10/6/1954	O+
Jolie	Mailloux	female	LIVRY-GARGAN	Île-de-France	93190	01 94 21 03 23	10/13/1976	B+
Fanchon	Lapresse	female	DRANCY	Île-de-France	93700	01 75 48 62 89	1/17/1963	O+
Ormazd	Melanson	female	PARIS	Île-de-France	75004	01 58 33 67 57	3/19/1959	O+
Paien	Léveillé	male	SCHOELCHER	Martinique	97233	05 23 46 65 91	12/1/1968	B+
Ogier	Breton	male	LA ROCHELLE	Poitou-Charentes	17000	05 49 29 91 48	12/13/1936	O+
Tearlach	Duplanty	male	LA VALETTE-DU-VAR	Provence-Alpes-Côte d'Azur	83160	04 33 24 02 09	7/12/1988	O+
Matilda	Laisné	female	L'HAŸ-LES-ROSES	Île-de-France	94240	01 59 95 93 74	2/2/1947	A+
Christiane	Turcotte	female	ÉLANCOURT	Île-de-France	78990	01 26 88 28 38	3/21/1989	AB+
Christian	Rivière	male	NOISY-LE-SEC	Île-de-France	93130	01 47 84 64 04	10/28/1943	O-
Ormazd	Desrosiers	female	AMIENS	Picardie	80000	03 21 11 94 24	4/20/1951	B+
Isabelle	Rocheleau	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13010	04 10 40 45 96	3/25/1993	AB+
Constance	Course	female	LA PLAINE-SAINT-DENIS	Île-de-France	93210	01 16 63 52 59	5/27/1956	A+
Dalmace	Chandonnet	female	MONTPELLIER	Languedoc-Roussillon	34000	04 17 70 68 52	8/11/1968	A+
Mariette	Laboissonnière	female	BAR-LE-DUC	Lorraine	55000	03 25 97 00 84	10/30/1962	A+
Laurette	Desrosiers	female	BEZONS	Île-de-France	95870	01 31 84 90 57	2/7/1996	A+
Porter	Paiement	male	PARIS	Île-de-France	75015	01 32 36 95 69	9/11/1969	A+
Tyson	Metivier	male	LE MÉE-SUR-SEINE	Île-de-France	77350	01 18 03 41 41	9/14/1951	O+
Guillaume	Beaudouin	male	MONTBÉLIARD	Franche-Comté	25200	03 41 02 43 20	4/10/1939	B+
Josette	Couturier	female	LE HAVRE	Haute-Normandie	76620	02 83 03 42 33	7/30/1989	O+
Renée	Cartier	female	ANTONY	Île-de-France	92160	01 72 87 48 07	9/16/1969	O+
Natalie	Martel	female	RENNES	Bretagne	35200	02 74 20 36 36	6/21/1996	O+
Belle	Crête	female	BOULOGNE-SUR-MER	Nord-Pas-de-Calais	62200	03 96 77 22 43	10/24/1949	AB+
Roger	Busque	male	LE PLESSIS-ROBINSON	Île-de-France	92350	01 75 55 02 51	3/30/1993	A+
Xavier	Bazinet	male	BIARRITZ	Aquitaine	64200	05 49 66 62 93	1/18/1994	AB+
Geneviève	Coudert	female	COMBS-LA-VILLE	Île-de-France	77380	01 94 41 31 13	4/8/1947	AB+
Benjamin	Laberge	male	SAINT-LÔ	Basse-Normandie	50000	02 22 41 25 56	5/17/1943	A+
Coralie	Léveillé	female	NANTERRE	Île-de-France	92000	01 92 01 64 70	12/27/1942	O+
Carine	Charlebois	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13016	04 03 20 79 91	5/16/1945	B+
Curtis	Casgrain	male	SAINT-BENOÎT	Guyane	97470	02 85 89 26 61	3/16/1957	AB+
Amélie	Crête	female	LES ABYMES	Guadeloupe	97142	05 91 75 90 20	7/12/1957	A+
Jacqueline	Barrette	female	SAINT-LÔ	Basse-Normandie	50000	02 18 00 71 85	4/29/1968	B+
Aubine	Gosselin	female	LE BOUSCAT	Aquitaine	33110	05 81 63 00 55	12/6/1969	B+
Oliver	Coudert	male	GRANDE-SYNTHE	Nord-Pas-de-Calais	59760	02 68 58 98 73	4/22/1942	A+
Halette	Lanteigne	female	DREUX	Centre	28100	02 52 04 61 06	4/18/1946	O+
Soren	Meilleur	male	SAINT-NAZAIRE	Pays de la Loire	44600	02 45 12 29 34	1/7/1992	B+
Odo	Jacques	male	LE CREUSOT	Bourgogne	71200	03 01 23 96 61	10/15/1937	AB+
Gauthier	Saurel	male	AIX-LES-BAINS	Rhône-Alpes	73100	04 82 59 69 17	7/30/1962	O+
Azura	L'Hiver	female	DUNKERQUE	Nord-Pas-de-Calais	59640	03 87 00 96 84	11/10/1943	O+
Aubine	Bergeron	female	BREST	Bretagne	29200	02 74 97 61 75	8/27/1964	O+
Voleta	Mercier	female	ORANGE	Provence-Alpes-Côte d'Azur	84100	04 42 49 94 69	11/8/1945	O+
Victoire	Ratté	female	SAINT-PIERRE	Guyane	97410	02 41 06 70 98	2/15/1964	O+
Matthieu	Devoe	male	TOULOUSE	Midi-Pyrénées	31300	05 38 32 15 30	5/22/1974	B+
Victoire	Laramée	female	SUCY-EN-BRIE	Île-de-France	94370	01 44 65 49 36	10/12/1984	AB+
Fabrice	L'Angelier	male	STRASBOURG	Alsace	67200	03 92 18 75 80	3/12/1993	A+
Mirabelle	Dupéré	female	SAINTE-ANNE	Guadeloupe	97180	05 88 18 05 09	1/25/1964	O+
Varden	Cliche	male	MONT-SAINT-AIGNAN	Haute-Normandie	76130	02 50 79 82 20	12/14/1973	O+
Searlait	Perreault	female	LORIENT	Bretagne	56100	02 67 28 75 95	10/3/1940	A+
Amaury	Roux	male	LYON	Rhône-Alpes	69002	04 92 08 04 63	3/11/1988	B+
Hugh	Talon	male	CAMBRAI	Nord-Pas-de-Calais	59400	03 38 42 07 58	9/12/1951	O+
Luc	Riquier	male	NICE	Provence-Alpes-Côte d'Azur	6000	04 97 80 06 16	10/18/1985	O+
Franck	Mouet	male	SAINT-HERBLAIN	Pays de la Loire	44800	02 41 55 96 39	4/19/1951	A+
Amedee	Renaud	female	LA CELLE-SAINT-CLOUD	Île-de-France	78170	01 31 17 51 27	2/20/1952	B+
Angelique	Cousteau	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13014	04 94 95 36 29	3/29/1970	O+
Beltane	Ménard	male	WATTRELOS	Nord-Pas-de-Calais	59150	03 98 68 80 77	12/16/1945	O+
Legget	Chouinard	male	PONTAULT-COMBAULT	Île-de-France	77340	01 41 72 94 10	10/10/1965	O+
Antoinette	L'Heureux	female	LE KREMLIN-BICÊTRE	Île-de-France	94270	01 03 77 16 66	4/11/1936	A+
Dixie	Dubé	female	RILLIEUX-LA-PAPE	Rhône-Alpes	69140	04 13 63 15 69	8/14/1969	AB+
Thibaut	Mathieu	male	TOULOUSE	Midi-Pyrénées	31400	05 10 16 30 76	9/3/1951	O+
Pinabel	Tanguay	male	TOULOUSE	Midi-Pyrénées	31000	05 80 27 43 20	10/17/1948	AB+
Isaac	Lizotte	male	MELUN	Île-de-France	77000	01 62 49 03 18	4/16/1950	O+
Loring	Goguen	male	VILLENEUVE-D'ASCQ	Nord-Pas-de-Calais	59650	03 78 71 69 60	10/22/1961	O+
Lowell	Laurent	male	BRUAY-LA-BUISSIÈRE	Nord-Pas-de-Calais	62700	02 01 58 65 81	1/3/1936	O+
Ninette	Bertrand	female	LYON	Rhône-Alpes	69003	04 17 08 21 09	1/3/1968	AB+
Didier	Carignan	male	LIMOGES	Limousin	87000	05 79 08 05 33	6/28/1983	AB+
Quennel	Blanchard	male	SARCELLES	Île-de-France	95200	01 81 74 59 63	9/3/1967	O+
Faustin	LaGrande	male	LA ROCHE-SUR-YON	Pays de la Loire	85000	02 75 04 21 29	3/18/1940	AB-
Manon	Boutot	female	SAINT-DENIS	Île-de-France	97400	01 79 04 45 90	12/4/1998	O+
Gérard	Bureau	male	NEVERS	Bourgogne	58000	03 15 63 36 58	10/3/1941	B+
Geoffrey	Pelletier	male	CHERBOURG	Basse-Normandie	50100	02 28 96 23 21	8/3/1941	B+
Gustave	Rouleau	male	VILLIERS-SUR-MARNE	Île-de-France	94350	01 93 85 70 95	6/8/1979	A-
Mireille	Gervais	female	SALON-DE-PROVENCE	Provence-Alpes-Côte d'Azur	13300	04 33 25 51 91	8/15/1935	O+
Jesper	Marcil	male	MELUN	Île-de-France	77000	01 25 05 10 15	7/17/1948	A+
